# z(m), vz(m/s), Iu
1.000000000000000000e+01,3.000000000000002842e+01,1.345519515996829729e-01
2.000000000000000000e+01,3.328708416203534881e+01,1.234688458008092737e-01
3.000000000000000000e+01,3.537442937044112057e+01,1.171349462864175323e-01
4.000000000000000000e+01,3.693433240034735832e+01,1.111028708598037207e-01
5.000000000000000000e+01,3.819150346639253257e+01,1.078235382537946624e-01
