# f(Hz),1.0,2.0,3.0,4.0,5.0
7.324218750000000000e-04,8.934641420584566163e+01,1.010626742699400893e+02,1.086789939910485572e+02,1.144731986381706719e+02,1.192145233952334138e+02
1.464843750000000000e-03,8.867069261151426929e+01,1.004836534694022134e+02,1.082335744364329457e+02,1.141799089528913100e+02,1.190853913305955700e+02
2.197265625000000000e-03,8.795814070189597089e+01,9.985305757970779439e+01,1.077240691042884322e+02,1.138113629488014595e+02,1.188708536090991146e+02
2.929687500000000000e-03,8.720995566647444264e+01,9.917219654638491022e+01,1.071517735540140848e+02,1.133687524916044111e+02,1.185719250588123970e+02
3.662109374999999566e-03,8.642745621950415114e+01,9.844256219854166545e+01,1.065182294739852580e+02,1.128535845717899093e+02,1.181900091439137555e+02
4.394531249999999133e-03,8.561207292590081863e+01,9.766581632551977066e+01,1.058252108708213086e+02,1.122676658593025962e+02,1.177268811457566926e+02
5.126953125000000000e-03,8.476533756578899670e+01,9.684377723190014819e+01,1.050747080388528474e+02,1.116130841696220699e+02,1.171846671990168858e+02
5.859375000000000000e-03,8.388887171279833410e+01,9.597840500024791766e+01,1.042689096018006296e+02,1.108921872099113415e+02,1.165658196448532209e+02
6.591796875000000000e-03,8.298437471152308831e+01,9.507178570954191343e+01,1.034101829487145210e+02,1.101075590199369145e+02,1.158730892307471692e+02
7.324218749999999133e-03,8.205361124472830170e+01,9.412611486877456457e+01,1.025010534067761228e+02,1.092619945555071297e+02,1.151094947363941259e+02
8.056640625000000000e-03,8.109839868097208182e+01,9.314368032968373257e+01,1.015441825044068764e+02,1.083584728816825162e+02,1.142782906358000190e+02
8.789062500000000000e-03,8.012059438857878035e+01,9.212684494021496562e+01,1.005423456794022741e+02,1.074001294490673075e+02,1.133829334175587604e+02
9.521484375000000000e-03,7.912208319278541069e+01,9.107802919159533417e+01,9.949840977905924433e+01,1.063902279196946523e+02,1.124270471789399153e+02
1.025390625000000000e-02,7.810476513997150505e+01,8.999969409752139882e+01,9.841531068331838128e+01,1.053321319904642195e+02,1.114143890864100257e+02
1.098632812500000000e-02,7.707054371685303806e+01,8.889432452478234836e+01,9.729603135889819043e+01,1.042292776332499642e+02,1.103488152576345271e+02
1.171875000000000000e-02,7.602131465411706301e+01,8.776441317161894062e+01,9.614358062352530965e+01,1.030851461334177941e+02,1.092342475703690496e+02
1.245117187500000000e-02,7.495895542395814459e+01,8.661244536428411323e+01,9.496097286603836096e+01,1.019032382645081327e+02,1.080746418447166661e+02
1.318359375000000000e-02,7.388531552010097414e+01,8.544088481464075358e+01,9.375120893176902825e+01,1.006870498882287137e+02,1.068739577798564682e+02
1.391601562500000000e-02,7.280220758785490887e+01,8.425216045319446323e+01,9.251725834455723430e+01,9.944004921763111327e+01,1.056361309573442071e+02
1.464843749999999827e-02,7.171139945117604952e+01,8.304865442361260364e+01,9.126204299831748301e+01,9.816565592924506234e+01,1.043650471530642108e+02
1.538085937499999827e-02,7.061460706414938215e+01,8.183269129732089198e+01,8.998842241339200143e+01,9.686722225867217162e+01,1.030645191312118101e+02
1.611328125000000000e-02,6.951348839618376019e+01,8.060652854086254138e+01,8.869918061698624001e+01,9.554801616511815610e+01,1.017382660282977156e+02
1.684570312500000000e-02,6.840963824386754766e+01,7.937234824488034235e+01,8.739701467358179343e+01,9.421120660472772101e+01,1.003898953746817568e+02
1.757812500000000000e-02,6.730458394809056699e+01,7.813225010222762990e+01,8.608452486097236545e+01,9.285985091126345026e+01,9.902288774676021887e+01
1.831054687500000000e-02,6.619978198282288417e+01,7.688824560408433229e+01,8.476420646088763533e+01,9.149688424625547611e+01,9.764058399544022393e+01
1.904296875000000000e-02,6.509661537190012837e+01,7.564225340717888457e+01,8.343844311030758831e+01,9.012511104959864383e+01,9.624617495637563991e+01
1.977539062500000000e-02,6.399639188225457076e+01,7.439609581231520963e+01,8.210950164060710676e+01,8.874719839582185443e+01,9.484269351470915410e+01
2.050781250000000000e-02,6.290034293616071182e+01,7.315149628430411610e+01,8.077952831656381250e+01,8.736567114083214847e+01,9.343300887160614820e+01
2.124023437500000347e-02,6.180962318108355191e+01,7.191007793595316855e+01,7.945054637584640034e+01,8.598290872861383605e+01,9.201982284128547462e+01
2.197265625000000000e-02,6.072531065344806223e+01,7.067336289377328740e+01,7.812445476162844216e+01,8.460114351679054323e+01,9.060566799499994772e+01
2.270507812500000347e-02,5.964840747188855374e+01,6.944277246027299100e+01,7.680302793613185486e+01,8.322246047368608401e+01,8.919290746183027352e+01
2.343750000000000000e-02,5.857984099607369899e+01,6.821962798686327289e+01,7.548791666084338203e+01,8.184879809705104492e+01,8.778373619449780563e+01
2.416992187500000347e-02,5.752046538882127891e+01,6.700515237221121367e+01,7.418064962948858465e+01,8.048195040542047707e+01,8.638018351091294278e+01
2.490234375000000347e-02,5.647106352171182664e+01,6.580047210308191552e+01,7.288263584221594726e+01,7.912356985660018438e+01,8.498411672810996720e+01
2.563476562500000000e-02,5.543234916758407849e+01,6.460661975803003543e+01,7.159516761346486646e+01,7.777517105352126237e+01,8.359724571385117997e+01
2.636718750000000347e-02,5.440496942696842098e+01,6.342453689849303089e+01,7.031942411131507242e+01,7.643813510516297072e+01,8.222112819185031185e+01
2.709960937500000000e-02,5.338950733952895433e+01,6.225507727667176283e+01,6.905647533241862845e+01,7.511371451897073825e+01,8.085717564866369855e+01
2.783203125000000347e-02,5.238648463579637848e+01,6.109901029485304491e+01,6.780728642360297442e+01,7.380303851078348032e+01,7.950665970329764320e+01
2.856445312500000000e-02,5.139636458876724134e+01,5.995702465635962142e+01,6.657272226865129028e+01,7.250711862838038257e+01,7.817071881402910094e+01
2.929687500000000347e-02,5.041955492921699999e+01,5.882973215394745381e+01,6.535355226638850468e+01,7.122685459505763106e+01,7.685036521045340407e+01
3.002929687500000000e-02,4.945641079274624019e+01,5.771767154708758341e+01,6.415045523384480930e+01,6.996304028990360280e+01,7.554649195205098522e+01
3.076171875000000000e-02,4.850723767058826041e+01,5.662131248506174330e+01,6.296402437577737032e+01,6.871636979144768986e+01,7.425988002736129090e+01
3.149414062500000694e-02,4.757229434000387869e+01,5.554105943809012302e+01,6.179477226908677778e+01,6.748744342096334492e+01,7.299120541998775025e+01
3.222656250000000000e-02,4.665179575364246745e+01,5.447725560373216069e+01,6.064313581757141947e+01,6.627677373078307710e+01,7.174104607899877806e+01
