# t,1.0,2.0,3.0,4.0,5.0
0.000000000000000000e+00,3.097103515947516783e+01,3.230635141201914706e+01,3.654733050901970159e+01,3.443283357492037311e+01,3.311349814885047493e+01
8.333333333333332871e-02,2.992668637154192623e+01,3.027535698819713872e+01,3.590955562462769279e+01,3.592115105633187255e+01,3.338215340525515984e+01
1.666666666666666574e-01,3.022811854684834998e+01,3.083195979300938916e+01,3.425176601642925078e+01,3.649932107088512367e+01,3.332345544386048175e+01
2.500000000000000000e-01,2.917927860062715339e+01,2.917047613581794963e+01,3.045476845968948254e+01,3.528067149423369386e+01,3.448875332989216957e+01
3.333333333333333148e-01,2.661071494321809183e+01,3.132244989680520675e+01,3.153793554779830544e+01,3.498633179533960913e+01,3.516981890052570492e+01
4.166666666666666297e-01,2.479491747858861572e+01,2.904254563653082144e+01,3.054439866115768965e+01,3.563325271449317455e+01,3.397085721829213156e+01
5.000000000000000000e-01,2.348643156133267951e+01,2.827585403358588678e+01,3.092355403828414495e+01,3.511307857425993717e+01,3.268447864484673460e+01
5.833333333333332593e-01,2.336098993232110033e+01,2.768920320911573896e+01,3.298175713036987844e+01,3.499849469915112365e+01,3.249221847664911422e+01
6.666666666666666297e-01,2.296810596749573108e+01,2.845741538927583747e+01,3.211352357384560463e+01,3.361954985127353979e+01,3.102440105885485622e+01
7.500000000000000000e-01,2.646967764758643682e+01,2.722631964290142648e+01,2.906949897688616602e+01,3.396486185987034645e+01,3.325474431890087601e+01
8.333333333333332593e-01,2.580717721220500849e+01,2.965268797266464418e+01,2.841216122355531581e+01,3.710998145956776995e+01,3.527953773754976652e+01
9.166666666666666297e-01,2.738428330676669376e+01,2.897195235454131534e+01,3.090842221325474881e+01,3.624603350356384368e+01,3.508757962760206084e+01
1.000000000000000000e+00,2.825682497849003028e+01,3.078112026958001124e+01,2.999436111832394758e+01,3.442556273858647131e+01,3.426641288388982076e+01
1.083333333333333259e+00,2.738054545644503435e+01,2.990440557102913033e+01,3.269788332716920110e+01,3.570136947958544482e+01,3.416414312579117052e+01
1.166666666666666519e+00,2.691372384728776268e+01,2.976990031129678727e+01,3.390102681073425117e+01,3.671443094707379373e+01,3.545004071090483677e+01
1.250000000000000000e+00,2.812909185575681192e+01,3.039757034566088834e+01,3.351792890304074746e+01,3.523244598118454007e+01,3.576367034549613066e+01
